,isFraudUser
company_6545_window_8,False
company_6545_window_6,False
company_6545_window_5,False
company_6545_window_4,False
company_6545_window_3,False
company_6545_window_2,False
company_6545_window_1,False
company_6545_window_0,False
company_1765_window_0,False
company_3111_window_4,False
company_3111_window_3,False
company_3111_window_5,False
company_3111_window_2,False
company_3111_window_1,False
company_3111_window_0,False
company_5701_window_0,False
company_4805_window_3,False
company_4805_window_5,False
company_4805_window_4,False
company_4805_window_2,False
company_4805_window_1,False
company_4805_window_0,False
company_5472_window_3,False
company_5472_window_5,False
company_5472_window_4,False
company_5472_window_2,False
company_5472_window_1,False
company_5472_window_0,False
company_2894_window_0,False
company_2894_window_2,False
company_2894_window_1,False
company_6392_window_5,False
company_6392_window_7,False
company_6392_window_6,False
company_6392_window_4,False
company_6392_window_3,False
company_6392_window_2,False
company_6392_window_1,False
company_6392_window_0,False
company_7038_window_5,False
company_7038_window_6,False
company_7038_window_4,False
company_7038_window_3,False
company_7038_window_2,False
company_7038_window_1,False
company_7038_window_0,False
company_4014_window_6,False
company_4014_window_5,False
company_4014_window_4,False
company_4014_window_3,False
company_4014_window_2,False
company_4014_window_1,False
company_4014_window_0,False
company_2167_window_0,False
company_1030_window_6,False
company_1030_window_8,False
company_1030_window_7,False
company_1030_window_5,False
company_1030_window_4,False
company_1030_window_3,False
company_1030_window_2,False
company_1030_window_1,False
company_1030_window_0,False
company_1409_window_2,False
company_1409_window_4,False
company_1409_window_3,False
company_1409_window_1,False
company_1409_window_0,False
company_2971_window_4,False
company_2971_window_2,False
company_2971_window_3,False
company_2971_window_1,False
company_2971_window_0,False
company_188_window_5,False
company_188_window_7,False
company_188_window_6,False
company_188_window_4,False
company_188_window_3,False
company_188_window_2,False
company_188_window_0,False
company_188_window_1,False
company_5736_window_8,False
company_5736_window_7,False
company_5736_window_6,False
company_5736_window_0,False
company_3214_window_0,False
company_2610_window_1,False
company_2610_window_0,False
company_5106_window_7,False
company_5106_window_9,False
company_5106_window_8,False
company_5106_window_6,False
company_5106_window_5,False
company_5106_window_4,False
company_5106_window_3,False
company_5106_window_2,False
company_5106_window_1,False
company_5106_window_0,False
company_6445_window_2,False
company_6445_window_1,False
company_6445_window_3,False
company_6445_window_0,False
company_2110_window_0,False
company_6450_window_7,False
company_6450_window_5,False
company_6450_window_6,False
company_6450_window_1,False
company_6450_window_0,False
company_1285_window_1,False
company_1285_window_3,False
company_1285_window_2,False
company_1285_window_0,False
company_2552_window_1,False
company_2552_window_0,False
company_2482_window_0,False
company_4954_window_4,False
company_4954_window_3,False
company_4954_window_2,False
company_4954_window_1,False
company_4954_window_0,False
company_4677_window_9,False
company_4677_window_8,False
company_4677_window_7,False
company_4677_window_5,False
company_4677_window_6,False
company_4677_window_4,False
company_4677_window_0,False
company_4677_window_1,False
company_1596_window_3,False
company_1596_window_1,False
company_1596_window_2,False
company_1596_window_0,False
company_3798_window_1,False
company_3798_window_0,False
company_2191_window_4,False
company_2191_window_3,False
company_2191_window_2,False
company_2191_window_1,False
company_2191_window_0,False
company_5822_window_0,False
company_7487_window_7,False
company_7487_window_9,False
company_7487_window_8,False
company_7487_window_0,False
company_827_window_0,False
company_7037_window_9,False
company_7037_window_8,False
company_7037_window_7,False
company_7037_window_6,False
company_7037_window_5,False
company_7037_window_4,False
company_7037_window_3,False
company_7037_window_2,False
company_7037_window_1,False
company_7037_window_0,False
company_6456_window_0,False
company_5619_window_3,False
company_5619_window_4,False
company_5619_window_5,False
company_5619_window_2,False
company_5619_window_1,False
company_5619_window_0,False
company_1163_window_3,False
company_1163_window_2,False
company_1163_window_1,False
company_1163_window_0,False
company_6039_window_2,False
company_6039_window_1,False
company_6039_window_3,False
company_6039_window_0,False
company_730_window_4,False
company_730_window_6,False
company_730_window_5,False
company_730_window_3,False
company_730_window_2,False
company_730_window_1,False
company_730_window_0,False
company_6216_window_7,False
company_6216_window_6,False
company_6216_window_8,False
company_6216_window_5,False
company_6216_window_4,False
company_6216_window_3,False
company_6216_window_2,False
company_6216_window_1,False
company_6216_window_0,False
company_2587_window_1,False
company_2587_window_0,False
company_2587_window_2,False
company_5205_window_9,True
company_5205_window_8,True
company_5205_window_7,True
company_5205_window_6,True
company_5205_window_5,True
company_5205_window_4,True
company_5205_window_3,True
company_5205_window_1,True
company_5205_window_2,True
company_5205_window_0,True
company_5122_window_0,False
company_3435_window_3,False
company_3435_window_2,False
company_3435_window_1,False
company_3435_window_0,False
company_7170_window_7,False
company_7170_window_8,False
company_7170_window_9,False
company_7170_window_6,False
company_7170_window_5,False
company_7170_window_4,False
company_7170_window_3,False
company_7170_window_2,False
company_7170_window_1,False
company_7170_window_0,False
company_7046_window_5,False
company_7046_window_7,False
company_7046_window_6,False
company_7046_window_4,False
company_7046_window_3,False
company_7046_window_2,False
company_7046_window_1,False
company_7046_window_0,False
company_229_window_9,False
company_229_window_7,False
company_229_window_8,False
company_229_window_6,False
company_229_window_5,False
company_229_window_4,False
company_229_window_3,False
company_229_window_2,False
company_229_window_1,False
company_229_window_0,False
company_594_window_2,False
company_594_window_1,False
company_594_window_3,False
company_594_window_0,False
company_7018_window_4,False
company_7018_window_3,False
company_7018_window_2,False
company_7018_window_1,False
company_7018_window_0,False
company_3909_window_4,True
company_3909_window_3,True
company_3909_window_5,True
company_3909_window_2,True
company_3909_window_1,True
company_3909_window_0,True
company_1937_window_9,True
company_1937_window_8,True
company_1937_window_7,True
company_1937_window_5,True
company_1937_window_6,True
company_1937_window_4,True
company_1937_window_0,True
company_1352_window_1,False
company_1352_window_0,False
company_6965_window_1,False
company_6965_window_3,False
company_6965_window_2,False
company_6965_window_0,False
company_530_window_8,False
company_530_window_9,False
company_530_window_7,False
company_530_window_6,False
company_530_window_4,False
company_530_window_5,False
company_530_window_1,False
company_530_window_0,False
company_5742_window_6,False
company_5742_window_7,False
company_5742_window_5,False
company_5742_window_4,False
company_5742_window_3,False
company_5742_window_2,False
company_5742_window_1,False
company_5742_window_0,False
company_30_window_1,False
company_30_window_3,False
company_30_window_2,False
company_30_window_0,False
company_1915_window_4,False
company_1915_window_3,False
company_1915_window_2,False
company_1915_window_1,False
company_1915_window_0,False
company_4884_window_9,False
company_4884_window_8,False
company_4884_window_7,False
company_4884_window_6,False
company_4884_window_5,False
company_4884_window_4,False
company_4884_window_3,False
company_4884_window_2,False
company_4884_window_1,False
company_4884_window_0,False
company_6832_window_8,False
company_6832_window_9,False
company_6832_window_7,False
company_6832_window_6,False
company_6832_window_5,False
company_6832_window_4,False
company_6832_window_3,False
company_6832_window_2,False
company_6832_window_1,False
company_6832_window_0,False
company_180_window_9,False
company_180_window_8,False
company_180_window_7,False
company_180_window_6,False
company_180_window_5,False
company_180_window_4,False
company_180_window_3,False
company_180_window_2,False
company_180_window_1,False
company_180_window_0,False
company_6677_window_9,False
company_6677_window_8,False
company_6677_window_7,False
company_6677_window_6,False
company_6677_window_5,False
company_6677_window_4,False
company_6677_window_3,False
company_6677_window_2,False
company_6677_window_1,False
company_6677_window_0,False
company_7188_window_0,False
company_7188_window_1,False
company_1585_window_4,False
company_1585_window_3,False
company_1585_window_2,False
company_1585_window_1,False
company_1585_window_0,False
company_2815_window_1,False
company_2815_window_3,False
company_2815_window_2,False
company_2815_window_0,False
company_3158_window_3,False
company_3158_window_4,False
company_3158_window_5,False
company_3158_window_2,False
company_3158_window_1,False
company_3158_window_0,False
company_578_window_4,False
company_578_window_5,False
company_578_window_6,False
company_578_window_3,False
company_578_window_0,False
company_5272_window_2,False
company_5272_window_0,False
company_5272_window_1,False
company_6751_window_8,False
company_6751_window_9,False
company_6751_window_7,False
company_6751_window_6,False
company_6751_window_5,False
company_6751_window_4,False
company_6751_window_3,False
company_6751_window_1,False
company_6751_window_2,False
company_6751_window_0,False
company_2217_window_4,False
company_2217_window_6,False
company_2217_window_5,False
company_2217_window_3,False
company_2217_window_2,False
company_2217_window_1,False
company_2217_window_0,False
company_262_window_9,False
company_262_window_8,False
company_262_window_7,False
company_262_window_6,False
company_262_window_4,False
company_262_window_5,False
company_262_window_3,False
company_262_window_2,False
company_262_window_1,False
company_262_window_0,False
company_4996_window_7,False
company_4996_window_8,False
company_4996_window_6,False
company_4996_window_5,False
company_4996_window_4,False
company_4996_window_3,False
company_4996_window_2,False
company_4996_window_1,False
company_4996_window_0,False
company_1933_window_4,False
company_1933_window_5,False
company_1933_window_3,False
company_1933_window_2,False
company_1933_window_1,False
company_1933_window_0,False
company_1136_window_2,False
company_1136_window_0,False
company_1136_window_1,False
company_4505_window_8,False
company_4505_window_6,False
company_4505_window_7,False
company_4505_window_5,False
company_4505_window_4,False
company_4505_window_3,False
company_4505_window_0,False
company_3563_window_0,False
company_3178_window_0,False
company_5319_window_9,False
company_5319_window_8,False
company_5319_window_7,False
company_5319_window_6,False
company_5319_window_5,False
company_5319_window_4,False
company_5319_window_3,False
company_5319_window_2,False
company_5319_window_1,False
company_5319_window_0,False
company_4027_window_9,False
company_4027_window_8,False
company_4027_window_7,False
company_4027_window_6,False
company_4027_window_5,False
company_4027_window_4,False
company_4027_window_3,False
company_4027_window_2,False
company_4027_window_1,False
company_4027_window_0,False
company_2315_window_5,False
company_2315_window_7,False
company_2315_window_6,False
company_2315_window_4,False
company_2315_window_3,False
company_2315_window_2,False
company_2315_window_1,False
company_2315_window_0,False
company_6799_window_1,False
company_6799_window_3,False
company_6799_window_2,False
company_6799_window_0,False
company_3020_window_0,False
company_5189_window_8,False
company_5189_window_9,False
company_5189_window_7,False
company_5189_window_5,False
company_5189_window_6,False
company_5189_window_4,False
company_5189_window_0,False
company_5865_window_5,False
company_5865_window_4,False
company_5865_window_6,False
company_5865_window_3,False
company_5865_window_2,False
company_5865_window_1,False
company_5865_window_0,False
company_6152_window_2,False
company_6152_window_3,False
company_6152_window_4,False
company_6152_window_1,False
company_6152_window_0,False
company_7063_window_9,False
company_7063_window_8,False
company_7063_window_7,False
company_7063_window_6,False
company_7063_window_5,False
company_7063_window_4,False
company_7063_window_3,False
company_7063_window_2,False
company_7063_window_1,False
company_7063_window_0,False
company_7102_window_1,False
company_7102_window_2,False
company_7102_window_3,False
company_7102_window_0,False
company_3986_window_6,False
company_3986_window_5,False
company_3986_window_4,False
company_3986_window_3,False
company_3986_window_2,False
company_3986_window_1,False
company_3986_window_0,False
company_2505_window_9,False
company_2505_window_8,False
company_2505_window_7,False
company_2505_window_6,False
company_2505_window_5,False
company_2505_window_4,False
company_2505_window_3,False
company_2505_window_2,False
company_2505_window_1,False
company_2505_window_0,False
company_4883_window_0,False
company_6189_window_8,True
company_6189_window_9,True
company_6189_window_3,True
company_6189_window_5,True
company_6189_window_4,True
company_6189_window_0,True
company_3817_window_1,False
company_3817_window_0,False
company_1559_window_2,False
company_1559_window_3,False
company_1559_window_1,False
company_1559_window_0,False
company_3688_window_9,False
company_3688_window_8,False
company_3688_window_6,False
company_3688_window_7,False
company_3688_window_5,False
company_3688_window_4,False
company_3688_window_3,False
company_3688_window_2,False
company_3688_window_1,False
company_3688_window_0,False
company_1329_window_7,False
company_1329_window_6,False
company_1329_window_5,False
company_1329_window_3,False
company_1329_window_4,False
company_1329_window_2,False
company_1329_window_1,False
company_1329_window_0,False
company_6497_window_9,False
company_6497_window_8,False
company_6497_window_7,False
company_6497_window_6,False
company_6497_window_5,False
company_6497_window_4,False
company_6497_window_3,False
company_6497_window_2,False
company_6497_window_1,False
company_6497_window_0,False
company_7263_window_2,False
company_7263_window_3,False
company_7263_window_1,False
company_7263_window_0,False
company_6797_window_3,False
company_6797_window_1,False
company_6797_window_2,False
company_6797_window_0,False
company_477_window_0,False
company_2189_window_5,False
company_2189_window_6,False
company_2189_window_4,False
company_2189_window_3,False
company_2189_window_2,False
company_2189_window_1,False
company_2189_window_0,False
company_22_window_0,True
company_3030_window_3,False
company_3030_window_2,False
company_3030_window_4,False
company_3030_window_1,False
company_3030_window_0,False
company_285_window_9,False
company_285_window_8,False
company_285_window_7,False
company_285_window_6,False
company_285_window_5,False
company_285_window_4,False
company_285_window_3,False
company_285_window_2,False
company_285_window_1,False
company_285_window_0,False
company_3469_window_7,False
company_3469_window_5,False
company_3469_window_6,False
company_3469_window_4,False
company_3469_window_3,False
company_3469_window_2,False
company_3469_window_1,False
company_3469_window_0,False
company_5954_window_0,False
company_5954_window_1,False
company_5954_window_2,False
company_6091_window_5,False
company_6091_window_4,False
company_6091_window_3,False
company_6091_window_2,False
company_6091_window_1,False
company_6091_window_0,False
company_5719_window_4,False
company_5719_window_2,False
company_5719_window_3,False
company_5719_window_1,False
company_5719_window_0,False
company_3139_window_4,False
company_3139_window_6,False
company_3139_window_5,False
company_3139_window_3,False
company_3139_window_2,False
company_3139_window_1,False
company_3139_window_0,False
company_3476_window_3,False
company_3476_window_4,False
company_3476_window_5,False
company_3476_window_2,False
company_3476_window_1,False
company_3476_window_0,False
company_5650_window_7,False
company_5650_window_6,False
company_5650_window_8,False
company_5650_window_5,False
company_5650_window_4,False
company_5650_window_0,False
company_6357_window_8,False
company_6357_window_9,False
company_6357_window_7,False
company_6357_window_6,False
company_6357_window_2,False
company_6357_window_4,False
company_6357_window_3,False
company_6357_window_1,False
company_6357_window_0,False
company_1358_window_9,True
company_1358_window_7,True
company_1358_window_8,True
company_1358_window_6,True
company_1358_window_0,True
company_4275_window_9,True
company_4275_window_8,True
company_4275_window_7,True
company_4275_window_6,True
company_4275_window_5,True
company_4275_window_4,True
company_4275_window_3,True
company_4275_window_2,True
company_4275_window_1,True
company_4275_window_0,True
company_4665_window_8,False
company_4665_window_7,False
company_4665_window_6,False
company_4665_window_5,False
company_4665_window_4,False
company_4665_window_3,False
company_4665_window_0,False
company_4222_window_1,False
company_4222_window_2,False
company_4222_window_3,False
company_4222_window_0,False
company_5276_window_9,False
company_5276_window_7,False
company_5276_window_8,False
company_5276_window_6,False
company_5276_window_5,False
company_5276_window_4,False
company_5276_window_3,False
company_5276_window_2,False
company_5276_window_1,False
company_5276_window_0,False
company_2926_window_4,False
company_2926_window_2,False
company_2926_window_3,False
company_2926_window_1,False
company_2926_window_0,False
company_5404_window_9,True
company_5404_window_8,True
company_5404_window_7,True
company_5404_window_6,True
company_5404_window_5,True
company_5404_window_0,True
company_5404_window_1,True
company_5404_window_2,True
company_6741_window_2,False
company_6741_window_4,False
company_6741_window_3,False
company_6741_window_1,False
company_6741_window_0,False
company_1823_window_1,False
company_1823_window_2,False
company_1823_window_3,False
company_1823_window_0,False
company_237_window_3,False
company_237_window_2,False
company_237_window_1,False
company_237_window_0,False
company_4366_window_0,False
company_2558_window_9,False
company_2558_window_8,False
company_2558_window_7,False
company_2558_window_6,False
company_2558_window_5,False
company_2558_window_4,False
company_2558_window_3,False
company_2558_window_2,False
company_2558_window_1,False
company_2558_window_0,False
company_2076_window_5,False
company_2076_window_3,False
company_2076_window_4,False
company_2076_window_2,False
company_2076_window_1,False
company_2076_window_0,False
company_3382_window_8,False
company_3382_window_7,False
company_3382_window_6,False
company_3382_window_5,False
company_3382_window_4,False
company_3382_window_3,False
company_3382_window_2,False
company_3382_window_1,False
company_3382_window_0,False
company_3211_window_9,True
company_3211_window_8,True
company_3211_window_7,True
company_3211_window_6,True
company_3211_window_5,True
company_3211_window_4,True
company_3211_window_3,True
company_3211_window_2,True
company_3211_window_1,True
company_3211_window_0,True
company_7073_window_0,False
company_3343_window_0,False
company_5370_window_9,False
company_5370_window_7,False
company_5370_window_8,False
company_5370_window_6,False
company_5370_window_5,False
company_5370_window_3,False
company_5370_window_2,False
company_5370_window_1,False
company_5370_window_0,False
company_3583_window_9,False
company_3583_window_5,False
company_3583_window_6,False
company_3583_window_4,False
company_3583_window_3,False
company_3583_window_2,False
company_3583_window_1,False
company_3583_window_0,False
company_5766_window_5,True
company_5766_window_6,True
company_5766_window_4,True
company_5766_window_3,True
company_5766_window_2,True
company_5766_window_1,True
company_5766_window_0,True
company_6317_window_0,False
company_6850_window_9,False
company_6850_window_8,False
company_6850_window_7,False
company_6850_window_6,False
company_6850_window_5,False
company_6850_window_4,False
company_6850_window_3,False
company_6850_window_2,False
company_6850_window_1,False
company_6850_window_0,False
company_6852_window_6,False
company_6852_window_5,False
company_6852_window_4,False
company_6852_window_3,False
company_6852_window_2,False
company_6852_window_1,False
company_6852_window_0,False
company_3633_window_0,False
company_1415_window_4,False
company_1415_window_5,False
company_1415_window_3,False
company_1415_window_2,False
company_1415_window_1,False
company_1415_window_0,False
company_6854_window_9,True
company_6854_window_8,True
company_6854_window_7,True
company_6854_window_6,True
company_6854_window_5,True
company_6854_window_4,True
company_6854_window_3,True
company_6854_window_2,True
company_6854_window_1,True
company_6854_window_0,True
company_2626_window_9,False
company_2626_window_8,False
company_2626_window_6,False
company_2626_window_7,False
company_2626_window_4,False
company_2626_window_3,False
company_2626_window_2,False
company_2626_window_1,False
company_2626_window_0,False
company_6404_window_9,False
company_6404_window_7,False
company_6404_window_8,False
company_6404_window_6,False
company_6404_window_5,False
company_6404_window_4,False
company_6404_window_3,False
company_6404_window_2,False
company_6404_window_1,False
company_6404_window_0,False
company_7523_window_4,False
company_7523_window_3,False
company_7523_window_5,False
company_7523_window_2,False
company_7523_window_1,False
company_7523_window_0,False
company_4810_window_4,False
company_4810_window_5,False
company_4810_window_6,False
company_4810_window_3,False
company_4810_window_2,False
company_4810_window_1,False
company_4810_window_0,False
company_3737_window_8,False
company_3737_window_6,False
company_3737_window_7,False
company_3737_window_5,False
company_3737_window_4,False
company_3737_window_3,False
company_3737_window_2,False
company_3737_window_1,False
company_3737_window_0,False
company_602_window_8,True
company_602_window_9,True
company_602_window_7,True
company_602_window_6,True
company_602_window_5,True
company_602_window_4,True
company_602_window_3,True
company_602_window_2,True
company_602_window_1,True
company_602_window_0,True
company_663_window_2,False
company_663_window_1,False
company_663_window_3,False
company_663_window_0,False
company_520_window_5,False
company_520_window_4,False
company_520_window_6,False
company_520_window_3,False
company_520_window_2,False
company_520_window_1,False
company_520_window_0,False
company_1534_window_1,False
company_1534_window_0,False
company_4998_window_9,True
company_4998_window_8,True
company_4998_window_0,True
company_6407_window_0,False
company_6407_window_1,False
company_5381_window_9,True
company_5381_window_8,True
company_5381_window_7,True
company_5381_window_6,True
company_5381_window_5,True
company_5381_window_4,True
company_5381_window_3,True
company_5381_window_2,True
company_5381_window_1,True
company_5381_window_0,True
company_6568_window_7,False
company_6568_window_9,False
company_6568_window_8,False
company_6568_window_6,False
company_6568_window_5,False
company_6568_window_4,False
company_6568_window_3,False
company_6568_window_2,False
company_6568_window_0,False
company_6568_window_1,False
company_4334_window_0,False
company_2235_window_0,False
company_2235_window_1,False
company_890_window_9,False
company_890_window_8,False
company_890_window_7,False
company_890_window_6,False
company_890_window_5,False
company_890_window_4,False
company_890_window_3,False
company_890_window_2,False
company_890_window_1,False
company_890_window_0,False
company_2481_window_9,True
company_2481_window_8,True
company_2481_window_7,True
company_2481_window_6,True
company_2481_window_5,True
company_2481_window_4,True
company_2481_window_3,True
company_2481_window_2,True
company_2481_window_1,True
company_2481_window_0,True
company_3765_window_5,True
company_3765_window_6,True
company_3765_window_7,True
company_3765_window_4,True
company_3765_window_0,True
company_3765_window_1,True
company_2859_window_9,False
company_2859_window_8,False
company_2859_window_7,False
company_2859_window_6,False
company_2859_window_5,False
company_2859_window_4,False
company_2859_window_3,False
company_2859_window_2,False
company_2859_window_1,False
company_2859_window_0,False
company_5747_window_1,False
company_5747_window_0,False
company_2671_window_7,False
company_2671_window_8,False
company_2671_window_6,False
company_2671_window_5,False
company_2671_window_4,False
company_2671_window_3,False
company_2671_window_2,False
company_2671_window_1,False
company_2671_window_0,False
company_2656_window_9,False
company_2656_window_8,False
company_2656_window_7,False
company_2656_window_6,False
company_2656_window_5,False
company_2656_window_4,False
company_2656_window_3,False
company_2656_window_2,False
company_2656_window_1,False
company_2656_window_0,False
company_5484_window_9,False
company_5484_window_8,False
company_5484_window_6,False
company_5484_window_7,False
company_5484_window_5,False
company_5484_window_4,False
company_5484_window_3,False
company_5484_window_1,False
company_5484_window_2,False
company_5484_window_0,False
company_501_window_9,False
company_501_window_8,False
company_501_window_7,False
company_501_window_6,False
company_501_window_5,False
company_501_window_4,False
company_501_window_3,False
company_501_window_2,False
company_501_window_1,False
company_501_window_0,False
company_746_window_0,False
company_2242_window_9,False
company_2242_window_8,False
company_2242_window_7,False
company_2242_window_6,False
company_2242_window_5,False
company_2242_window_4,False
company_2242_window_3,False
company_2242_window_2,False
company_2242_window_1,False
company_2242_window_0,False
company_3056_window_5,False
company_3056_window_3,False
company_3056_window_4,False
company_3056_window_2,False
company_3056_window_1,False
company_3056_window_0,False
company_6414_window_9,True
company_6414_window_8,True
company_6414_window_7,True
company_6414_window_6,True
company_6414_window_3,True
company_6414_window_2,True
company_6414_window_4,True
company_6414_window_1,True
company_6414_window_0,True
company_3711_window_2,False
company_3711_window_3,False
company_3711_window_4,False
company_3711_window_1,False
company_3711_window_0,False
company_7387_window_9,False
company_7387_window_8,False
company_7387_window_7,False
company_7387_window_6,False
company_7387_window_5,False
company_7387_window_4,False
company_7387_window_0,False
company_5378_window_7,False
company_5378_window_5,False
company_5378_window_6,False
company_5378_window_4,False
company_5378_window_3,False
company_5378_window_2,False
company_5378_window_1,False
company_5378_window_0,False
company_7121_window_0,False
company_1666_window_5,False
company_1666_window_3,False
company_1666_window_4,False
company_1666_window_2,False
company_1666_window_1,False
company_1666_window_0,False
company_2918_window_9,True
company_2918_window_8,True
company_2918_window_7,True
company_2918_window_6,True
company_2918_window_5,True
company_2918_window_4,True
company_2918_window_3,True
company_2918_window_2,True
company_2918_window_1,True
company_2918_window_0,True
company_1133_window_9,True
company_1133_window_8,True
company_1133_window_7,True
company_1133_window_6,True
company_1133_window_5,True
company_1133_window_4,True
company_1133_window_3,True
company_1133_window_2,True
company_1133_window_1,True
company_1133_window_0,True
company_6083_window_4,True
company_6083_window_5,True
company_6083_window_6,True
company_6083_window_3,True
company_6083_window_2,True
company_6083_window_1,True
company_6083_window_0,True
company_3102_window_9,False
company_3102_window_8,False
company_3102_window_7,False
company_3102_window_6,False
company_3102_window_5,False
company_3102_window_4,False
company_3102_window_2,False
company_3102_window_3,False
company_3102_window_0,False
company_5115_window_9,False
company_5115_window_8,False
company_5115_window_7,False
company_5115_window_6,False
company_5115_window_3,False
company_5115_window_2,False
company_5115_window_4,False
company_5115_window_0,False
company_4831_window_5,True
company_4831_window_4,True
company_4831_window_6,True
company_4831_window_3,True
company_4831_window_2,True
company_4831_window_1,True
company_4831_window_0,True
company_2568_window_9,False
company_2568_window_8,False
company_2568_window_7,False
company_2568_window_6,False
company_2568_window_5,False
company_2568_window_4,False
company_2568_window_3,False
company_2568_window_2,False
company_2568_window_1,False
company_2568_window_0,False
company_6511_window_1,False
company_6511_window_2,False
company_6511_window_0,False
company_3011_window_2,False
company_3011_window_3,False
company_3011_window_4,False
company_3011_window_1,False
company_3011_window_0,False
company_855_window_9,False
company_855_window_8,False
company_855_window_7,False
company_855_window_6,False
company_855_window_5,False
company_855_window_4,False
company_855_window_3,False
company_855_window_2,False
company_855_window_1,False
company_855_window_0,False
company_6693_window_0,False
company_987_window_7,False
company_987_window_8,False
company_987_window_9,False
company_987_window_4,False
company_987_window_2,False
company_987_window_3,False
company_987_window_1,False
company_987_window_0,False
company_2955_window_0,False
company_2866_window_9,True
company_2866_window_8,True
company_2866_window_7,True
company_2866_window_6,True
company_2866_window_5,True
company_2866_window_4,True
company_2866_window_3,True
company_2866_window_2,True
company_2866_window_1,True
company_2866_window_0,True
company_4317_window_6,False
company_4317_window_4,False
company_4317_window_5,False
company_4317_window_3,False
company_4317_window_2,False
company_4317_window_1,False
company_4317_window_0,False
company_4066_window_9,False
company_4066_window_8,False
company_4066_window_7,False
company_4066_window_6,False
company_4066_window_5,False
company_4066_window_4,False
company_4066_window_3,False
company_4066_window_2,False
company_4066_window_1,False
company_4066_window_0,False
company_6090_window_9,True
company_6090_window_8,True
company_6090_window_7,True
company_6090_window_6,True
company_6090_window_5,True
company_6090_window_4,True
company_6090_window_3,True
company_6090_window_2,True
company_6090_window_1,True
company_6090_window_0,True
company_517_window_9,True
company_517_window_8,True
company_517_window_7,True
company_517_window_6,True
company_517_window_5,True
company_517_window_4,True
company_517_window_3,True
company_517_window_2,True
company_517_window_1,True
company_517_window_0,True
company_223_window_5,False
company_223_window_6,False
company_223_window_4,False
company_223_window_3,False
company_223_window_2,False
company_223_window_1,False
company_223_window_0,False
company_1104_window_9,True
company_1104_window_8,True
company_1104_window_7,True
company_1104_window_6,True
company_1104_window_5,True
company_1104_window_4,True
company_1104_window_3,True
company_1104_window_2,True
company_1104_window_1,True
company_1104_window_0,True
company_2526_window_7,False
company_2526_window_9,False
company_2526_window_8,False
company_2526_window_6,False
company_2526_window_5,False
company_2526_window_4,False
company_2526_window_3,False
company_2526_window_2,False
company_2526_window_1,False
company_2526_window_0,False
company_3536_window_1,False
company_3536_window_3,False
company_3536_window_2,False
company_3536_window_0,False
company_4901_window_9,True
company_4901_window_8,True
